pl_name,hostname,pl_letter,hd_name,hip_name,tic_id,gaia_dr3_id,ra,dec,sy_dist,sy_snum,sy_pnum,cb_flag,st_teff,st_mass,st_rad,st_lum,pl_rade,pl_bmasse,pl_bmassprov,pl_dens,pl_eqt,pl_insol,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,discoverymethod,disc_year,disc_facility,pl_controv_flag
"Kepler-276 c","Kepler-276","c",,,"TIC 138213510","Gaia DR3 2052304325169514880",293.5681970,39.0363123,1144.86000000,1,3,0,5693.00,1.100000,1.030000,-0.08948,2.90000000,16.60000000,"Mass",0.890000,563.00,19.7930,31.88400000000,0.1861900000,0.000000,86.92000,"Transit",2013,"Kepler",0
"Kepler-276 d","Kepler-276","d",,,"TIC 138213510","Gaia DR3 2052304325169514880",293.5681970,39.0363123,1144.86000000,1,3,0,5693.00,1.100000,1.030000,-0.08948,2.80000000,16.30000000,"Mass",0.760000,489.00,11.2740,48.64800000000,0.2466600000,0.000000,87.42000,"Transit",2013,"Kepler",0
"Kepler-277 b","Kepler-277","b",,,"TIC 120961424","Gaia DR3 2100389610777053056",286.5831894,39.0772582,976.64300000,1,2,0,5946.00,1.120000,1.690000,0.56791,2.92000000,87.30000000,"Mass",9.200000,964.00,198.2450,17.32400000000,0.1416800000,0.000000,86.03000,"Transit",2013,"Kepler",0
"Kepler-277 c","Kepler-277","c",,,"TIC 120961424","Gaia DR3 2100389610777053056",286.5831894,39.0772582,976.64300000,1,2,0,5946.00,1.120000,1.690000,0.56791,3.36000000,64.20000000,"Mass",7.800000,778.00,83.8980,33.00600000000,0.2178100000,0.000000,89.33000,"Transit",2013,"Kepler",0
"Kepler-278 b","Kepler-278","b",,,"TIC 122225232","Gaia DR3 2052881912366613376",290.1072124,38.7022694,443.03000000,1,2,0,4965.00,1.227000,2.861000,0.64933,3.95500000,56.00000000,"Mass",5.000000,586.00,110.0000,30.15560000000,0.2020000000,0.696000,85.11000,"Transit",2014,"Kepler",0
"Kepler-278 c","Kepler-278","c",,,"TIC 122225232","Gaia DR3 2052881912366613376",290.1072124,38.7022694,443.03000000,1,2,0,4965.00,1.227000,2.861000,0.64933,3.26800000,34.90000000,"Mass",5.500000,492.00,54.3000,51.11100000000,0.2870000000,0.616000,88.58000,"Transit",2014,"Kepler",0
"Kepler-279 b","Kepler-279","b",,,"TIC 158428960","Gaia DR3 2102456726998624640",287.3912950,42.1948220,1037.40000000,1,4,0,6363.00,1.200000,1.746000,0.51880,3.62000000,4180.93000000,"Mass",165.000000,1104.00,249.0210,12.30968100000,0.1120000000,0.000000,83.92000,"Transit",2014,"Kepler",0
"Kepler-279 c","Kepler-279","c",,,"TIC 158428960","Gaia DR3 2102456726998624640",287.3912950,42.1948220,1037.40000000,1,4,0,6689.45,1.100000,1.070000,0.51880,4.30000000,49.40000000,"Mass",0.300000,774.00,60.1570,35.73600000000,0.2236000000,0.000000,87.09000,"Transit",2013,"Kepler",0
"Kepler-279 d","Kepler-279","d",,,"TIC 158428960","Gaia DR3 2102456726998624640",287.3912950,42.1948220,1037.40000000,1,4,0,6689.45,1.100000,1.070000,0.51880,3.10000000,37.50000000,"Mass",0.300000,574.00,35.7390,54.41400000000,0.2901000000,0.000000,87.09000,"Transit",2013,"Kepler",0
"Kepler-279 e","Kepler-279","e",,,"TIC 158428960","Gaia DR3 2102456726998624640",287.3912950,42.1948220,1037.40000000,1,4,0,6689.45,1.164000,1.430000,0.51880,4.13000000,56.00000000,"Mass",7.300000,552.00,21.9600,98.35310000000,0.4390000000,0.000000,86.40000,"Transit",2025,"Kepler",0
"Kepler-28 b","Kepler-28","b",,,"TIC 63122956","Gaia DR3 2125731464014361088",292.1370409,42.4294835,438.35900000,1,2,0,4499.30,0.684000,0.664000,-0.74494,1.95900000,1.63000000,"Mass",1.185427,585.00,62.5770,5.91000000000,0.0568700000,0.000000,89.51000,"Transit",2011,"Kepler",0
"Kepler-28 c","Kepler-28","c",,,"TIC 63122956","Gaia DR3 2125731464014361088",292.1370409,42.4294835,438.35900000,1,2,0,4499.30,0.684000,0.664000,-0.74494,1.85700000,2.06000000,"Mass",1.764357,509.00,35.8980,8.99000000000,0.0751900000,0.017000,89.98000,"Transit",2011,"Kepler",0
"Kepler-280 b","Kepler-280","b",,,"TIC 159716174","Gaia DR3 2101761079737564672",291.3905325,42.1804735,780.36100000,1,2,0,5744.00,0.962000,0.886000,-0.06437,1.45000000,2.70000000,"M-R relationship",4.870000,1425.00,821.8940,2.13954200000,0.0320000000,0.000000,87.19000,"Transit",2014,"Kepler",0
"Kepler-280 c","Kepler-280","c",,,"TIC 159716174","Gaia DR3 2101761079737564672",291.3905325,42.1804735,780.36100000,1,2,0,5744.00,0.962000,0.886000,-0.06437,2.01000000,4.70000000,"M-R relationship",3.180000,1088.00,279.0850,4.80709100000,0.0560000000,0.000000,86.65000,"Transit",2014,"Kepler",0
"Kepler-281 b","Kepler-281","b",,,"TIC 270858032","Gaia DR3 2078404532186285568",294.1081465,44.7706524,1745.45000000,1,3,0,5723.00,0.950000,0.899000,0.14638,2.82000000,324.00000000,"Mass",52.000000,694.00,118.2460,14.64600800000,0.1170000000,0.000000,88.09000,"Transit",2014,"Kepler",0
"Kepler-281 c","Kepler-281","c",,,"TIC 270858032","Gaia DR3 2078404532186285568",294.1081465,44.7706524,1745.45000000,1,3,0,5723.00,0.950000,0.899000,0.14638,5.31000000,161.12400000,"Mass",0.005100,513.00,35.2030,36.33737300000,0.2150000000,0.000000,88.17000,"Transit",2014,"Kepler",0
"Kepler-281 d","Kepler-281","d",,,"TIC 270858032","Gaia DR3 2078404532186285568",294.1081465,44.7706524,1745.45000000,1,3,0,5717.00,0.984000,0.884000,0.14638,5.93747806,654.00000000,"Mass",12.300000,321.00,2.5100,148.27200320000,0.5456000000,0.000000,89.66000,"Transit",2021,"Kepler",0
"Kepler-282 b","Kepler-282","b",,,"TIC 164779321","Gaia DR3 2106739943262307200",284.6772402,44.7976401,1337.61000000,1,4,0,5602.00,0.860000,0.904000,0.10587,1.01000000,1.01000000,"M-R relationship",5.390000,817.00,195.9350,9.22052400000,0.0820000000,0.000000,89.85000,"Transit",2014,"Kepler",0
"Kepler-282 c","Kepler-282","c",,,"TIC 164779321","Gaia DR3 2106739943262307200",284.6772402,44.7976401,1337.61000000,1,4,0,5602.00,0.860000,0.904000,0.10587,1.20000000,1.87000000,"M-R relationship",5.950000,717.00,116.1170,13.63872300000,0.1060000000,0.000000,89.69000,"Transit",2014,"Kepler",0
"Kepler-282 d","Kepler-282","d",,,"TIC 164779321","Gaia DR3 2106739943262307200",284.6772402,44.7976401,1337.61000000,1,4,0,5656.00,0.970000,0.890000,0.10587,2.46000000,61.00000000,"Mass",22.500000,588.00,52.3480,24.80600000000,0.1583700000,0.000000,89.99000,"Transit",2013,"Kepler",0
"Kepler-282 e","Kepler-282","e",,,"TIC 164779321","Gaia DR3 2106739943262307200",284.6772402,44.7976401,1337.61000000,1,4,0,5656.00,0.970000,0.890000,0.10587,3.10000000,56.20000000,"Mass",10.400000,484.00,24.1140,44.34700000000,0.2333200000,0.000000,89.70000,"Transit",2013,"Kepler",0
"Kepler-283 b","Kepler-283","b",,,"TIC 270695184","Gaia DR3 2128811951996688768",293.6137413,47.8389380,468.09400000,1,2,0,4351.00,0.596000,0.566000,-0.98297,2.13000000,5.18000000,"M-R relationship",2.950000,488.00,16.2600,11.00815100000,0.0820000000,0.000000,89.97000,"Transit",2014,"Kepler",0
"Kepler-283 c","Kepler-283","c",,,"TIC 270695184","Gaia DR3 2128811951996688768",293.6137413,47.8389380,468.09400000,1,2,0,4351.00,0.596000,0.566000,-0.98297,1.82000000,3.97000000,"M-R relationship",3.620000,240.00,0.9490,92.74371100000,0.3410000000,0.000000,89.99000,"Transit",2014,"Kepler",0
"Kepler-284 b","Kepler-284","b",,,"TIC 275486985","Gaia DR3 2128818411627270528",293.1465698,47.7297053,1031.95000000,1,2,0,5615.00,0.766000,0.814000,-0.34097,2.24000000,5.65000000,"M-R relationship",2.760000,686.00,38.3660,12.69914900000,0.1040000000,0.000000,88.51000,"Transit",2014,"Kepler",0
"Kepler-284 c","Kepler-284","c",,,"TIC 275486985","Gaia DR3 2128818411627270528",293.1465698,47.7297053,1031.95000000,1,2,0,5615.00,0.766000,0.814000,-0.34097,2.61000000,7.32000000,"M-R relationship",2.260000,478.00,9.0420,37.51445600000,0.2130000000,0.000000,89.60000,"Transit",2014,"Kepler",0
"Kepler-285 b","Kepler-285","b",,,"TIC 26416742","Gaia DR3 2129295427874937856",291.3908469,48.0655392,824.31000000,1,2,0,5411.00,0.915000,0.808000,-0.27923,1.34000000,2.36000000,"M-R relationship",5.390000,1131.00,428.4070,2.63386700000,0.0360000000,0.000000,88.82000,"Transit",2014,"Kepler",0
"Kepler-285 c","Kepler-285","c",,,"TIC 26416742","Gaia DR3 2129295427874937856",291.3908469,48.0655392,824.31000000,1,2,0,5411.00,0.915000,0.808000,-0.27923,1.12000000,1.46000000,"M-R relationship",5.710000,851.00,137.0680,6.18667600000,0.0640000000,0.000000,89.95000,"Transit",2014,"Kepler",0
"Kepler-286 b","Kepler-286","b",,,"TIC 290035455","Gaia DR3 2129503716608032256",290.6761874,48.2942362,1226.85000000,1,4,0,5580.00,0.830000,0.863000,-0.11623,1.24000000,2.07000000,"M-R relationship",5.970000,1367.00,850.1000,1.79630200000,0.0270000000,0.000000,89.88000,"Transit",2014,"Kepler",0
"Kepler-286 c","Kepler-286","c",,,"TIC 290035455","Gaia DR3 2129503716608032256",290.6761874,48.2942362,1226.85000000,1,4,0,5580.00,0.830000,0.863000,-0.11623,1.37000000,2.45000000,"M-R relationship",5.240000,1098.00,353.0000,3.46809500000,0.0420000000,0.000000,89.28000,"Transit",2014,"Kepler",0
"Kepler-286 d","Kepler-286","d",,,"TIC 290035455","Gaia DR3 2129503716608032256",290.6761874,48.2942362,1226.85000000,1,4,0,5580.00,0.830000,0.863000,-0.11623,1.33000000,2.33000000,"M-R relationship",5.440000,919.00,173.9000,5.91432300000,0.0610000000,0.000000,89.87000,"Transit",2014,"Kepler",0
"Kepler-286 e","Kepler-286","e",,,"TIC 290035455","Gaia DR3 2129503716608032256",290.6761874,48.2942362,1226.85000000,1,4,0,5580.00,0.830000,0.863000,-0.11623,1.77000000,3.78000000,"M-R relationship",3.750000,539.00,20.6000,29.22128900000,0.1760000000,0.000000,88.78000,"Transit",2014,"Kepler",0
"Kepler-287 b","Kepler-287","b",,,"TIC 417660580","Gaia DR3 2129509381668153984",290.9274282,48.4434588,835.86000000,1,2,0,5806.00,0.963000,1.032000,-0.13438,2.33000000,83.00000000,"Mass",27.300000,667.00,35.7500,20.34219900000,0.1450000000,0.000000,88.83000,"Transit",2014,"Kepler",0
"Kepler-287 c","Kepler-287","c",,,"TIC 417660580","Gaia DR3 2129509381668153984",290.9274282,48.4434588,835.86000000,1,2,0,5806.00,0.963000,1.032000,-0.13438,3.26000000,66.00000000,"Mass",15.400000,513.00,12.4570,44.85189600000,0.2460000000,0.000000,89.24000,"Transit",2014,"Kepler",0
"Kepler-288 b","Kepler-288","b",,,"TIC 121785939","Gaia DR3 2101215309651322880",288.9163997,39.5947523,1194.15000000,1,3,0,5918.00,0.842000,1.091000,0.05605,1.67000000,3.43000000,"M-R relationship",4.050000,1197.00,247.3010,6.09732600000,0.0650000000,0.000000,89.95000,"Transit",2014,"Kepler",0
"Kepler-288 c","Kepler-288","c",,,"TIC 121785939","Gaia DR3 2101215309651322880",288.9163997,39.5947523,1194.15000000,1,3,0,5918.00,0.842000,1.091000,0.05605,2.85000000,8.50000000,"M-R relationship",2.020000,815.00,53.1480,19.30577200000,0.1400000000,0.000000,90.00000,"Transit",2014,"Kepler",0
"Kepler-288 d","Kepler-288","d",,,"TIC 121785939","Gaia DR3 2101215309651322880",288.9163997,39.5947523,1194.15000000,1,3,0,5918.00,0.842000,1.091000,0.05605,2.67000000,7.61000000,"M-R relationship",2.200000,570.00,12.6590,56.63374200000,0.2870000000,0.000000,89.75000,"Transit",2014,"Kepler",0
"Kepler-289 b","Kepler-289","b",,,"TIC 273234825","Gaia DR3 2078515170549178880",297.4653351,42.8828517,704.43800000,1,4,0,5990.00,1.080000,1.000000,0.06100,2.49000000,3.70000000,"Mass",1.450000,607.00,27.3710,34.53830000000,0.2118300000,0.000000,88.98000,"Transit",2014,"Kepler",0
"Kepler-289 c","Kepler-289","c",,,"TIC 273234825","Gaia DR3 2078515170549178880",297.4653351,42.8828517,704.43800000,1,4,0,5990.00,1.080000,1.000000,0.06100,11.23000000,157.18000000,"Mass",0.660000,394.00,4.8820,125.87230000000,0.5015500000,0.000000,89.78000,"Transit",2014,"Kepler",0
"Kepler-289 d","Kepler-289","d",,,"TIC 273234825","Gaia DR3 2078515170549178880",297.4653351,42.8828517,704.43800000,1,4,0,5990.00,1.080000,1.000000,0.06100,3.03000000,5.33000000,"Mass",1.140000,502.81,10.5675,66.02820000000,0.3300000000,,89.31000,"Transit",2014,"Kepler",0
"Kepler-289 e","Kepler-289","e",,,"TIC 273234825","Gaia DR3 2078515170549178880",297.4653351,42.8828517,704.43800000,1,4,0,5990.00,1.061000,0.985000,0.06100,2.94000000,17.40000000,"Mass",2.920000,286.00,1.5800,330.07160000000,0.9342000000,0.000000,89.91000,"Transit",2025,"Kepler",0
"Kepler-29 b","Kepler-29","b",,,"TIC 273875635","Gaia DR3 2086435189017387264",298.3483820,47.4913021,832.53200000,1,2,0,5378.00,0.761000,0.732000,-0.29687,2.55000000,5.00000000,"Mass",1.650000,777.00,55.9000,10.33974000000,0.0848200000,0.000000,89.13000,"Transit",2011,"Kepler",0
"Kepler-29 c","Kepler-29","c",,,"TIC 273875635","Gaia DR3 2086435189017387264",298.3483820,47.4913021,832.53200000,1,2,0,5378.00,0.761000,0.732000,-0.29687,2.34000000,4.50000000,"Mass",1.910000,715.00,34.4000,13.28613000000,0.1002700000,0.000000,89.97000,"Transit",2011,"Kepler",0
"Kepler-290 b","Kepler-290","b",,,"TIC 158218214","Gaia DR3 2105538623730974848",286.4100307,42.6815137,694.62700000,1,3,0,5147.00,0.756000,0.743000,-0.58591,2.25000000,5.69000000,"M-R relationship",2.740000,594.00,22.6370,14.58934700000,0.1100000000,0.000000,88.86000,"Transit",2014,"Kepler",0
"Kepler-290 c","Kepler-290","c",,,"TIC 158218214","Gaia DR3 2105538623730974848",286.4100307,42.6815137,694.62700000,1,3,0,5147.00,0.756000,0.743000,-0.58591,2.70000000,7.75000000,"M-R relationship",2.160000,437.00,6.5960,36.77031000000,0.2050000000,0.000000,89.44000,"Transit",2014,"Kepler",0
"Kepler-290 d","Kepler-290","d",,,"TIC 158218214","Gaia DR3 2105538623730974848",286.4100307,42.6815137,694.62700000,1,3,0,5142.00,0.840000,0.755000,-0.58591,0.86000000,0.56600000,"M-R relationship",4.890000,1589.00,1503.7900,0.76401755300,0.0154000000,0.000000,84.79000,"Transit",2023,"Kepler",0
"Kepler-291 b","Kepler-291","b",,,"TIC 158631683","Gaia DR3 2102509125599126144",287.9163029,42.4372666,1786.48000000,1,2,0,6002.00,1.023000,1.016000,0.07135,2.16000000,5.31000000,"M-R relationship",2.900000,1212.00,627.3740,3.54651100000,0.0470000000,0.000000,86.20000,"Transit",2014,"Kepler",0
"Kepler-291 c","Kepler-291","c",,,"TIC 158631683","Gaia DR3 2102509125599126144",287.9163029,42.4372666,1786.48000000,1,2,0,6002.00,1.023000,1.016000,0.07135,1.88000000,4.19000000,"M-R relationship",3.470000,1035.00,332.7370,5.70078600000,0.0650000000,0.000000,88.15000,"Transit",2014,"Kepler",0
